LR,00000000000000000000000000000003,0000000014,0004,1868
FR,00000000000000000000000000000000,0000000014,0003,1871
MR,00000000000000000000000000000001,0000000014,0003,1872
MR,00000000000000000000000000000002,0000000014,0003,1873
LR,00000000000000000000000000000003,0000000014,0003,1874
FR,00000000000000000000000000000000,0000000015,0001,1877
MR,00000000000000000000000000000001,0000000015,0001,1878
MR,00000000000000000000000000000002,0000000015,0001,1879
LR,00000000000000000000000000000003,0000000015,0001,1880
FR,00000000000000000000000000000000,0000000015,0000,1954
MR,00000000000000000000000000000001,0000000015,0000,1955
MR,00000000000000000000000000000002,0000000015,0000,1956
LR,00000000000000000000000000000003,0000000015,0000,1957
FR,00000000000000000000000000000000,0000000014,0005,1960
MR,00000000000000000000000000000001,0000000014,0005,1961
MR,00000000000000000000000000000002,0000000014,0005,1962
LR,00000000000000000000000000000003,0000000014,0005,1963
FR,00000000000000000000000000000000,0000000015,0003,1966
MR,00000000000000000000000000000001,0000000015,0003,1967
MR,00000000000000000000000000000002,0000000015,0003,1968
LR,00000000000000000000000000000003,0000000015,0003,1969
FR,00000000000000000000000000000000,0000000015,0004,1972
MR,00000000000000000000000000000001,0000000015,0004,1973
MR,00000000000000000000000000000002,0000000015,0004,1974
LR,00000000000000000000000000000003,0000000015,0004,1975
FR,00000000000000000000000000000000,0000000015,0002,1978
MR,00000000000000000000000000000001,0000000015,0002,1979
MR,00000000000000000000000000000002,0000000015,0002,1980
LR,00000000000000000000000000000003,0000000015,0002,1981
FR,00000000000000000000000000000000,0000000016,0000,1984
MR,00000000000000000000000000000001,0000000016,0000,1985
MR,00000000000000000000000000000002,0000000016,0000,1986
LR,00000000000000000000000000000003,0000000016,0000,1987
FR,00000000000000000000000000000000,0000000016,0002,1990
MR,00000000000000000000000000000001,0000000016,0002,1991
MR,00000000000000000000000000000002,0000000016,0002,1992
LR,00000000000000000000000000000003,0000000016,0002,1993
FR,00000000000000000000000000000000,0000000015,0005,1996
MR,00000000000000000000000000000001,0000000015,0005,1997
MR,00000000000000000000000000000002,0000000015,0005,1998
LR,00000000000000000000000000000003,0000000015,0005,1999
FR,00000000000000000000000000000000,0000000016,0001,2002
MR,00000000000000000000000000000001,0000000016,0001,2003
MR,00000000000000000000000000000002,0000000016,0001,2004
LR,00000000000000000000000000000003,0000000016,0001,2005
FR,00000000000000000000000000000000,0000000016,0003,2079
MR,00000000000000000000000000000001,0000000016,0003,2080
